title;dir;price;Size;rooms;bathrooms;parking
Apartamento en Venta;El Poblado - Medellín;1.225.000.000;242;3;3;
Apartamento en Venta;El Poblado - Medellín;730.000.000;110;1;2;1
Apartamento en Venta;El Poblado - Medellín;980.000.000;140;4;5;2
Apartamento en Venta;El Poblado - Medellín;595.000.000;103;3;3;2
Apartaestudio en Venta;El Poblado - Medellín;1.550.000.000;167;4;5;3
Apartamento en Venta;El Poblado - Medellín;1.700.000.000;277;3;5;3
Apartamento en Venta;El Poblado - Medellín;650.000.000;136;3;2;2
Apartamento en Venta;El Poblado - Medellín;1.520.000.000;284;4;5;3
Casa en Venta;El Poblado - Medellín;3.700.000.000;464;4;5; 
Casa en Venta;El Poblado - Medellín;800.000.000;250;5;4;2
Apartamento en Venta;El Poblado - Medellín;532.000.000;63;1;2;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;2.150.000.000;415;4;6;2
Apartamento en Venta;El Poblado - Medellín;765.000.000;208;4;4;1
Apartamento en Venta;El Poblado - Medellín;850.000.000;162;3;3;2
Apartamento en Venta;El Poblado - Medellín;810.000.000;180;4;3;2
Apartamento en Venta;El Poblado - Medellín;510.000.000;138;3;3;2
Apartamento en Venta;El Poblado - Medellín;600.000.000;149;3;4;2
Apartamento en Venta;El Poblado - Medellín;520.000.000;122;3;3;2
Apartamento en Venta;El Poblado - Medellín;790.000.000;177;4;4;4
Apartamento en Venta;El Poblado - Medellín;750.000.000;240;4;4;3
Apartamento en Venta;El Poblado - Medellín;365.000.000;96;4;3;1
Apartamento en Venta;El Poblado - Medellín;690.000.000;124;3;3;2
Apartamento en Venta;El Poblado - Medellín;850.000.000;211;3;4;2
Apartamento en Venta;El Poblado - Medellín;880.000.000;235;4;4;3
Casa en Venta;El Poblado - Medellín;850.000.000;155;6;5;2
Apartamento en Venta;El Poblado - Medellín;750.000.000;167;3;4;2
Apartamento en Venta;El Poblado - Medellín;330.000.000;84;4;3;1
Apartamento en Venta;El Poblado - Medellín;2.200.000.000;368;4;6;3
Apartamento en Venta;El Poblado - Medellín;860.000.000;165;4;2;
Apartamento en Venta;El Poblado - Medellín;480.000.000;105;3;3;2
Apartamento en Venta;El Poblado - Medellín;438.000.000;100;2;3;2
Apartamento en Venta;El Poblado - Medellín;445.000.000;79;2;2;2
Apartamento en Venta;El Poblado - Medellín;510.000.000;100;3;3;1
Casa en Venta;El Poblado - Medellín;850.000.000;155;5;5;2
Apartamento en Venta;El Poblado - Medellín;630.000.000;106;3;3;2
Apartamento en Venta;El Poblado - Medellín;620.000.000;108;2;2;
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;561.000.000;71;2;2;1
Apartamento en Venta;El Poblado - Medellín;680.000.000;119;2;3;2
Apartamento en Venta;El Poblado - Medellín;730.000.000;104;3;2;2
Apartamento en Venta;El Poblado - Medellín;715.000.000;204;4;5;1
Apartamento en Venta;El Poblado - Medellín;495.000.000;117;3;2;1
Apartamento en Venta;El Poblado - Medellín;870.000.000;195;4;5;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;167;4;4;2
Apartamento en Venta;El Poblado - Medellín;380.000.000;93;3;2;1
Casa en Venta;El Poblado - Medellín;2.300.000.000;375;3;5;2
Apartamento en Venta;El Poblado - Medellín;415.000.000;96;3;2;2
Apartamento en Venta;El Poblado - Medellín;712.000.000;102;3;3;1
Apartamento en Venta;El Poblado - Medellín;448.000.000;79;3;2;2
Apartamento en Venta;El Poblado - Medellín;1.550.000.000;263;3;5;4
Apartamento en Venta;El Poblado - Medellín;1.485.000.000;370;4;6;2
Apartamento en Venta;El Poblado - Medellín;1.520.000.000;283;3;5;3
Serrania de los Bosques;El Poblado - Medellín;1.353.033.000;171;3;5; 
Casa en Venta;El Poblado - Medellín;2.000.000.000;1.362;8;3;
Apartamento en Venta;El Poblado - Medellín;975.500.000;140;3;4;2
Apartaestudio en Venta;El Poblado - Medellín;440.000.000;52;1;2;1
Apartamento en Venta;El Poblado - Medellín;650.000.000;176;4;3;2
Oficina en Venta;El Poblado - Medellín;692.424.000;78;2;;
Apartamento en Venta;El Poblado - Medellín;1.290.000.000;251;3;5;2
Apartamento en Venta;El Poblado - Medellín;950.000.000;260;5;5;2
Apartamento en Venta;El Poblado - Medellín;800.000.000;126;3;4;2
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;170;3;5;3
Apartamento en Venta;El Poblado - Medellín;320.000.000;65;2;2;1
Apartamento en Venta;El Poblado - Medellín;650.000.000;220;3;3;2
Apartamento en Venta;El Poblado - Medellín;450.000.000;100;3;2;1
Apartamento en Venta;El Poblado - Medellín;615.000.000;129;3;3;2
Apartamento en Venta;El Poblado - Medellín;440.000.000;87;3;2;2
Apartamento en Venta;El Poblado - Medellín;965.000.000;147;2;3;2
Casa en Venta;El Poblado - Medellín;1.350.000.000;354;10;8;1
Apartamento en Venta;El Poblado - Medellín;1.520.000.000;283;3;5;3
Apartamento en Venta;El Poblado - Medellín;550.000.000;113;3;3;1
Apartamento en Venta;El Poblado - Medellín;643.000.000;180;3;4;1
Apartamento en Venta;El Poblado - Medellín;950.000.000;198;3;5;2
Apartamento en Venta;El Poblado - Medellín;680.000.000;85;3;2;1
Apartamento en Venta;El Poblado - Medellín;3.500.000.000;390;3;5;3
Casa en Venta;El Poblado - Medellín;850.000.000;225;5;5;2
Apartamento en Venta;El Poblado - Medellín;1.495.000.000;232;5;6;2
Apartamento en Venta;El Poblado - Medellín;1.250.000.000;234;3;4;3
Apartamento en Venta;El Poblado - Medellín;1.800.000.000;281;3;5;5
Apartamento en Venta;El Poblado - Medellín;560.000.000;92;3;2;1
Casa en Venta;El Poblado - Medellín;1.985.000.000;266;3;5;4
Apartamento en Venta;El Poblado - Medellín;2.400.000.000;284;2;4;2
Apartamento en Venta;El Poblado - Medellín;1.020.000.000;199;4;5;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;850.000.000;210;3;5;2
Apartamento en Venta;El Poblado - Medellín;550.000.000;64;1;2;2
Apartamento en Venta;El Poblado - Medellín;1.100.000.000;224;4;4;3
Apartamento en Venta;El Poblado - Medellín;620.000.000;123;3;3;2
Apartamento en Venta;El Poblado - Medellín;790.000.000;110;1;2;2
Apartamento en Venta;El Poblado - Medellín;890.000.000;204;5;5;3
Apartamento en Venta;El Poblado - Medellín;365.000.000;96;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.900.000.000;302;3;4;1
Apartamento en Venta;El Poblado - Medellín;460.000.000;110;3;3;1
Apartamento en Venta;El Poblado - Medellín;718.000.000;155;3;3;2
Apartamento en Venta;El Poblado - Medellín;340.000.000;58;2;2;2
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;382;4;4;
Casa en Venta;El Poblado - Medellín;1.950.000.000;252;3;4;2
Apartamento en Venta;El Poblado - Medellín;875.000.000;165;4;5;2
Casa en Venta;El Poblado - Medellín;3.500.000.000;400;5;6;4
Apartamento en Venta;El Poblado - Medellín;790.000.000;150;4;3;2
Apartamento en Venta;El Poblado - Medellín;380.000.000;71;3;2;1
Apartamento en Venta;El Poblado - Medellín;895.000.000;227;4;4;2
Apartamento en Venta;El Poblado - Medellín;600.000.000;148;3;3;2
Apartamento en Venta;El Poblado - Medellín;365.000.000;80;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.030.000.000;240;4;5;2
Apartamento en Venta;El Poblado - Medellín;500.000.000;87;3;2;2
Apartamento en Venta;El Poblado - Medellín;910.000.000;175;3;4;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;410.000.000;70;3;2;1
Apartamento en Venta;El Poblado - Medellín;500.000.000;104;3;2;1
Casa en Venta;El Poblado - Medellín;850.000.000;225;5;5;2
Apartamento en Venta;El Poblado - Medellín;410.000.000;100;4;3;1
Apartamento en Venta;El Poblado - Medellín;395.000.000;79;3;2;1
Apartamento en Venta;El Poblado - Medellín;530.000.000;134;3;3;2
Apartamento en Venta;El Poblado - Medellín;595.000.000;135;3;2;2
Apartamento en Venta;El Poblado - Medellín;835.000.000;156;2;2;2
Apartaestudio en Venta;El Poblado - Medellín;487.000.000;93;1;2;
Apartamento en Venta;El Poblado - Medellín;453.000.000;81;3;2;1
Apartamento en Venta;El Poblado - Medellín;3.089.884.000;441;3;5;3
Casa en Venta;El Poblado - Medellín;1.750.000.000;284;4;5;2
Apartamento en Venta;El Poblado - Medellín;529.000.000;110;3;3;
Oficina en Venta;El Poblado - Medellín;350.000.000;33; ;1;1
Apartamento en Venta;El Poblado - Medellín;900.000.000;147;2;4;2
Apartamento en Venta;El Poblado - Medellín;453.000.000;81;3;2;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;350;3;2;2
Oficina en Venta;El Poblado - Medellín;515.000.000;65; ;1;3
Oficina en Venta;El Poblado - Medellín;950.000.000;115; ;1;3
Apartamento en Venta;El Poblado - Medellín;260.000.000;60;3;2;1
Apartamento en Venta;El Poblado - Medellín;350.000.000;56;1;2;
Casa Campestre en Venta;El Poblado - Medellín;1.500.000.000;660;4;4;3
Apartamento en Venta;El Poblado - Medellín;590.000.000;176;3;4;
Apartamento en Venta;El Poblado - Medellín;714.000.000;102;3;3;1
Apartamento en Venta;El Poblado - Medellín;800.000.000;184;3;4;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;365.000.000;82;3;2;1
Casa en Venta;El Poblado - Medellín;630.000.000;141;4;4;2
Consultorio en Venta;El Poblado - Medellín;220.000.000;27; ;1;1
Apartamento en Venta;El Poblado - Medellín;1.050.000.000;181;4;5;3
Apartamento en Venta;El Poblado - Medellín;1.190.000.000;210;3;4;3
Apartaestudio en Venta;El Poblado - Medellín;450.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;420.000.000;96;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.690.000.000;330;3;4;3
Apartaestudio en Venta;El Poblado - Medellín;440.000.000;61;1;2;2
Apartamento en Venta;El Poblado - Medellín;460.000.000;109;3;3;1
Apartamento en Venta;El Poblado - Medellín;3.200.000.000;500;3;2;1
Apartamento en Venta;El Poblado - Medellín;3.600.000.000;250;3;4;2
Apartaestudio en Venta;El Poblado - Medellín;380.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;920.000.000;197;3;5;2
Apartamento en Venta;El Poblado - Medellín;1.130.000.000;234;3;;
Apartamento en Venta;El Poblado - Medellín;820.000.000;125;3;4;2
Apartamento en Venta;El Poblado - Medellín;680.000.000;173;3;5;2
Apartamento en Venta;El Poblado - Medellín;430.000.000;52;1;2;1
Casa en Venta;El Poblado - Medellín;2.300.000.000;1.394;4;5;1
Apartamento en Venta;El Poblado - Medellín;545.000.000;93;3;2;2
Apartaestudio en Venta;El Poblado - Medellín;380.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;680.000.000;174;4;5;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;220;3;4;
Apartamento en Venta;El Poblado - Medellín;650.000.000;220;4;4;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;550.000.000;125;3;4;2
Apartamento en Venta;El Poblado - Medellín;430.000.000;96;3;2;1
Apartamento en Venta;El Poblado - Medellín;516.000.000;138;4;3;2
Apartamento en Venta;El Poblado - Medellín;2.300.000.000;408;4;5;4
Habitacion en Venta;El Poblado - Medellín;340.000.000;38;1;1; 
Apartaestudio en Venta;El Poblado - Medellín;380.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;207;4;5;2
Casa en Venta;El Poblado - Medellín;1.100.000.000;203;3;3;2
Apartamento en Venta;El Poblado - Medellín;925.000.000;235;4;5;3
Apartamento en Venta;El Poblado - Medellín;610.000.000;138;3;3;2
Apartamento en Venta;El Poblado - Medellín;855.000.000;104;2;3;2
Oficina en Venta;El Poblado - Medellín;495.000.000;55; ;1;2
Apartamento en Venta;El Poblado - Medellín;640.000.000;146;3;4;2
Apartamento en Venta;El Poblado - Medellín;850.000.000;225;3;4;1
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;207;3;4;2
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;150;3;5;2
Apartamento en Venta;El Poblado - Medellín;410.000.000;78;2;2;1
Apartamento en Venta;El Poblado - Medellín;620.000.000;138;3;3;2
Casa en Venta;El Poblado - Medellín;2.500.000.000;480;4;3;4
Apartamento en Venta;El Poblado - Medellín;710.000.000;200;4;4;2
Apartamento en Venta;El Poblado - Medellín;453.000.000;81;3;2;1
Apartamento en Venta;El Poblado - Medellín;690.000.000;111;2;3;2
Apartamento en Venta;El Poblado - Medellín;360.000.000;75;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.375.000.000;247;3;5;3
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Casa en Venta;El Poblado - Medellín;1.100.000.000;189;3;5;2
Apartamento en Venta;El Poblado - Medellín;600.000.000;90;2;3;2
Apartamento en Venta;El Poblado - Medellín;830.000.000;136;2;4;2
Apartamento en Venta;El Poblado - Medellín;690.000.000;178;4;5;2
Apartamento en Venta;El Poblado - Medellín;780.000.000;134;3;3;2
Apartamento en Venta;El Poblado - Medellín;370.000.000;73;3;2;1
Apartamento en Venta;El Poblado - Medellín;980.000.000;154;3;3;2
Apartamento en Venta;El Poblado - Medellín;550.000.000;68;2;2;1
Apartamento en Venta;El Poblado - Medellín;660.000.000;135;4;5;2
Apartamento en Venta;El Poblado - Medellín;720.000.000;158;3;3;
Apartamento en Venta;El Poblado - Medellín;516.000.000;139;3;3;2
Apartamento en Venta;El Poblado - Medellín;460.000.000;109;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;175;3;4;3
Apartamento en Venta;El Poblado - Medellín;750.000.000;166;3;4;2
Apartamento en Venta;El Poblado - Medellín;3.090.000.000;441;4;5;3
Casa en Venta;El Poblado - Medellín;2.300.000.000;412;4;7;4
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;342;4;4;4
Apartamento en Venta;El Poblado - Medellín;720.000.000;125;3;3;2
Apartamento en Venta;El Poblado - Medellín;680.000.000;120;3;4;2
Casa en Venta;El Poblado - Medellín;2.500.000.000;520;3;4;
Apartamento en Venta;El Poblado - Medellín;1.250.000.000;197;3;4;3
Apartamento en Venta;El Poblado - Medellín;450.000.000;122;3;4;1
Apartamento en Venta;El Poblado - Medellín;295.000.000;57;1;1;1
Consultorio en Venta;El Poblado - Medellín;470.000.000;40; ;1;
Apartamento en Venta;El Poblado - Medellín;480.000.000;126;3;3;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;660.000.000;123;3;3;2
Apartaestudio en Venta;El Poblado - Medellín;380.000.000;63;1;2;
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;250;4;5;3
Parma Apartamentos;El Poblado - Medellín;723.800.000;91;2;2;2
Apartaestudio en Venta;El Poblado - Medellín;1.650.000.000;278;;;
Apartamento en Venta;El Poblado - Medellín;480.000.000;82;3;2;2
Parma Apartamentos;El Poblado - Medellín;854.000.000;109;3;3; 
Apartamento en Venta;El Poblado - Medellín;490.000.000;98;2;3;2
Apartamento en Venta;El Poblado - Medellín;465.000.000;139;3;3;2
Casa en Venta;El Poblado - Medellín;2.700.000.000;400;3;5;3
Parma Apartamentos;El Poblado - Medellín;742.000.000;94;2;3; 
Apartamento en Venta;El Poblado - Medellín;1.095.000.000;180;3;4;3
Apartamento en Venta;El Poblado - Medellín;670.000.000;154;3;3;1
Apartamento en Venta;El Poblado - Medellín;485.000.000;71;2;3;1
Apartamento en Venta;El Poblado - Medellín;660.000.000;103;3;3;2
Casa en Venta;El Poblado - Medellín;639.000.000;226;3;4;2
Consultorio en Venta;El Poblado - Medellín;299.900.000;34; ;1;1
Parma Apartamentos;El Poblado - Medellín;746.500.000;91;2;3; 
Apartamento en Venta;El Poblado - Medellín;990.000.000;152;3;4;2
Parma Apartamentos;El Poblado - Medellín;899.000.000;111;3;3; 
Apartamento en Venta;El Poblado - Medellín;440.000.000;89;3;3;1
Parma Apartamentos;El Poblado - Medellín;786.200.000;95;2;3; 
Casa en Venta;El Poblado - Medellín;720.000.000;130;3;5;
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;3.800.000.000;988;5;6;1
Apartamento en Venta;El Poblado - Medellín;589.000.000;94;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.600.000.000;300;3;4;1
Apartamento en Venta;El Poblado - Medellín;950.000.000;196;4;5;2
Apartamento en Venta;El Poblado - Medellín;415.000.000;90;3;2;1
Apartamento en Venta;El Poblado - Medellín;422.000.000;89;3;2;2
Apartamento en Venta;El Poblado - Medellín;750.000.000;157;4;4;2
Apartaestudio en Venta;El Poblado - Medellín;380.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;400.000.000;93;3;2;1
Apartamento en Venta;El Poblado - Medellín;318.000.000;62;2;2;1
Apartamento en Venta;El Poblado - Medellín;750.000.000;158;3;3;2
Oficina en Venta;El Poblado - Medellín;445.000.000;55; ;1;
Apartamento en Venta;El Poblado - Medellín;580.000.000;137;3;3;
Apartamento en Venta;El Poblado - Medellín;540.000.000;138;4;3;1
Apartamento en Venta;El Poblado - Medellín;425.000.000;84;3;2;1
Apartamento en Venta;El Poblado - Medellín;535.000.000;126;4;3;2
Apartamento en Venta;El Poblado - Medellín;540.000.000;93;3;2;1
Apartamento en Venta;El Poblado - Medellín;485.000.000;87;2;2;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;1.590.000.000;425;4;5;
Casa en Venta;El Poblado - Medellín;3.000.000.000;1.092;4;4;1
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;252;3;4;1
Apartamento en Venta;El Poblado - Medellín;417.000.000;87;4;3;2
Apartamento en Venta;El Poblado - Medellín;800.000.000;90;1;2;2
Apartaestudio en Venta;El Poblado - Medellín;600.000.000;67;1;2;1
Casa en Venta;El Poblado - Medellín;930.000.000;200;3;5;2
Apartamento en Venta;El Poblado - Medellín;2.480.000.000;311;3;5;3
Apartaestudio en Venta;El Poblado - Medellín;415.000.000;53;1;2;1
Apartamento en Venta;El Poblado - Medellín;1.120.000.000;209;3;5;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;154;4;3;2
Apartamento en Venta;El Poblado - Medellín;1.150.000.000;330;3;5;1
Edificio en Venta;El Poblado - Medellín;2.950.000.000;634; ;6;
Apartaestudio en Venta;El Poblado - Medellín;385.000.000;46;1;1;1
Apartamento en Venta;El Poblado - Medellín;760.000.000;158;3;4;1
Apartamento en Venta;El Poblado - Medellín;550.000.000;88;3;2;2
Casa en Venta;El Poblado - Medellín;1.150.000.000;266;3;3;2
Apartamento en Venta;El Poblado - Medellín;580.000.000;150;4;4;1
Apartaestudio en Venta;El Poblado - Medellín;315.000.000;55;1;2;1
Apartamento en Venta;El Poblado - Medellín;270.000.000;34;1;1;1
Apartamento en Venta;El Poblado - Medellín;405.000.000;79;2;2;1
Apartamento en Venta;El Poblado - Medellín;650.000.000;126;2;2;2
Consultorio en Venta;El Poblado - Medellín;410.000.000;35; ;1;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;455.000.000;98;3;2;1
Apartamento en Venta;El Poblado - Medellín;620.000.000;90;2;2;2
Consultorio en Venta;El Poblado - Medellín;232.000.000;27; ;1;1
Apartamento en Venta;El Poblado - Medellín;290.000.000;63;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;350;4;5;2
Apartamento en Venta;El Poblado - Medellín;1.100.000.000;200;5;5;2
Apartamento en Venta;El Poblado - Medellín;560.000.000;128;2;3;2
Apartamento en Venta;El Poblado - Medellín;880.000.000;132;3;4;2
Apartamento en Venta;El Poblado - Medellín;999.000.000;171;3;5;
Apartamento en Venta;El Poblado - Medellín;2.500.000.000;311;3;4;3
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;205;3;4;5
Casa en Venta;El Poblado - Medellín;730.000.000;165;4;5;
Apartamento en Venta;El Poblado - Medellín;850.000.000;152;3;4;2
Apartamento en Venta;El Poblado - Medellín;380.000.000;99;3;2;1
Casa Campestre en Venta;El Poblado - Medellín;3.800.000.000;3.028;3;4;4
Oficina en Venta;El Poblado - Medellín;360.000.000;54; ;1;1
Apartamento en Venta;El Poblado - Medellín;550.000.000;110;3;2;1
Apartamento en Venta;El Poblado - Medellín;640.000.000;151;3;2;2
Apartamento en Venta;El Poblado - Medellín;500.000.000;139;4;3;2
Oficina en Venta;El Poblado - Medellín;330.000.000;43;1;1;
Casa en Venta;El Poblado - Medellín;2.250.000.000;397;4;5;5
Apartamento en Venta;El Poblado - Medellín;220.000.000;52;2;1;
Apartamento en Venta;El Poblado - Medellín;1.700.000.000;341;3;4;4
Apartamento en Venta;El Poblado - Medellín;650.000.000;100;3;2;2
Apartamento en Venta;El Poblado - Medellín;560.000.000;87;3;3;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;203;2;2;1
Apartamento en Venta;El Poblado - Medellín;990.000.000;329;3;3;1
Apartamento en Venta;El Poblado - Medellín;1.400.000.000;342;4;5;2
Oficina en Venta;El Poblado - Medellín;700.000.000;78; ;2;2
Apartamento en Venta;El Poblado - Medellín;675.000.000;172;4;5;1
Casa en Venta;El Poblado - Medellín;1.900.000.000;390;3;5;2
Apartamento en Venta;El Poblado - Medellín;360.000.000;78;3;2;2
Apartamento en Venta;El Poblado - Medellín;2.000.000.000;325;3;4;2
Apartamento en Venta;El Poblado - Medellín;378.000.000;110;4;3;1
Apartamento en Venta;El Poblado - Medellín;2.550.000.000;450;4;6;4
Apartamento en Venta;El Poblado - Medellín;495.000.000;87;3;2;2
Apartamento en Venta;El Poblado - Medellín;417.000.000;76;3;2;2
Apartamento en Venta;El Poblado - Medellín;690.000.000;72;1;2;1
Apartamento en Venta;El Poblado - Medellín;360.000.000;71;1;1;1
Apartamento en Venta;El Poblado - Medellín;660.000.000;102;3;3;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;404;4;5;4
Apartamento en Venta;El Poblado - Medellín;380.000.000;99;3;3;1
Apartamento en Venta;El Poblado - Medellín;450.000.000;89;3;2;1
Oficina en Venta;El Poblado - Medellín;385.000.000;32; ;1;1
Apartamento en Venta;El Poblado - Medellín;1.790.000.000;315;3;4;3
Apartaestudio en Venta;El Poblado - Medellín;370.000.000;62;1;2;
Apartamento en Venta;El Poblado - Medellín;560.000.000;128;2;3;2
Apartamento en Venta;El Poblado - Medellín;460.000.000;96;3;2;2
Apartamento en Venta;El Poblado - Medellín;600.000.000;136;4;3;
Casa en Venta;El Poblado - Medellín;1.360.000.000;298;3;3;8
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;450.000.000;92;3;2;1
Apartamento en Venta;El Poblado - Medellín;415.000.000;96;3;2;2
Apartamento en Venta;El Poblado - Medellín;1.800.000.000;260;2;3;2
Oficina en Venta;El Poblado - Medellín;306.000.000;37; ;1;1
Apartamento en Venta;El Poblado - Medellín;585.000.000;127;4;3;2
Apartamento en Venta;El Poblado - Medellín;450.000.000;92;3;2;1
Casa en Venta;El Poblado - Medellín;2.980.000.000;550;4;5;3
Apartaestudio en Venta;El Poblado - Medellín;350.000.000;65;1;2;
Apartamento en Venta;El Poblado - Medellín;560.000.000;111;3;3;
Apartamento en Venta;El Poblado - Medellín;420.000.000;118;4;3;1
Apartamento en Venta;El Poblado - Medellín;320.000.000;80;3;3;
Casa en Venta;El Poblado - Medellín;3.200.000.000;338;3;5;6
Apartamento en Venta;El Poblado - Medellín;720.000.000;147;3;3;1
Apartaestudio en Venta;El Poblado - Medellín;373.000.000;44; ;1;1
Apartamento en Venta;El Poblado - Medellín;295.000.000;80;3;2;1
Apartamento en Venta;El Poblado - Medellín;590.000.000;136;3;2;2
Apartamento en Venta;El Poblado - Medellín;540.000.000;130;3;4;1
Apartamento en Venta;El Poblado - Medellín;660.000.000;154;3;4;2
Casa en Venta;El Poblado - Medellín;3.300.000.000;600;5;6;8
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;167;2;3;2
Oficina en Venta;El Poblado - Medellín;240.000.000;36; ;1;
Casa en Venta;El Poblado - Medellín;895.000.000;373;4;4;2
Apartamento en Venta;El Poblado - Medellín;510.000.000;110;3;3;2
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;1.135.000.000;198;4;5;3
Casa en Venta;El Poblado - Medellín;895.000.000;227;4;4;2
Apartamento en Venta;El Poblado - Medellín;490.000.000;100;3;2;1
Apartamento en Venta;El Poblado - Medellín;660.000.000;106;2;2;2
Casa en Venta;El Poblado - Medellín;1.800.000.000;278;3;5;3
Apartamento en Venta;El Poblado - Medellín;750.000.000;129;2;3;2
Casa en Venta;El Poblado - Medellín;3.200.000.000;1.092;4;4;
Casa en Venta;El Poblado - Medellín;1.350.000.000;232;3;5;2
Casa en Venta;El Poblado - Medellín;1.200.000.000;330;4;3;2
Apartamento en Venta;El Poblado - Medellín;880.000.000;165;3;4;1
Casa en Venta;El Poblado - Medellín;5.000.000;315; ;2;1
Apartamento en Venta;El Poblado - Medellín;290.000.000;68;3;2;1
Apartamento en Venta;El Poblado - Medellín;760.000.000;168;3;4;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;93;3;2;1
Oficina en Venta;El Poblado - Medellín;645.000.000;79;1;2;
Apartamento en Venta;El Poblado - Medellín;1.340.000.000;183;4;5;3
Apartamento en Venta;El Poblado - Medellín;850.000.000;143;4;3;1
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;211;3;3;3
Casa en Venta;El Poblado - Medellín;1.080.000.000;244;4;6;2
Apartamento en Venta;El Poblado - Medellín;438.000.000;79;3;2;2
Apartamento en Venta;El Poblado - Medellín;420.000.000;77;2;2;1
Apartamento en Venta;El Poblado - Medellín;530.000.000;120;3;2;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;114;3;4;2
Apartamento en Venta;El Poblado - Medellín;870.000.000;213;3;3;2
Apartamento en Venta;El Poblado - Medellín;530.000.000;85;3;2;
Apartamento en Venta;El Poblado - Medellín;390.000.000;90;2;3;2
Casa en Venta;El Poblado - Medellín;630.000.000;142;3;4;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;90;3;3;1
Casa en Venta;El Poblado - Medellín;1.200.000.000;264;4;4;
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;208;3;3;2
Casa en Venta;El Poblado - Medellín;760.000.000;268;3;3;2
Apartamento en Venta;El Poblado - Medellín;990.000.000;152;3;3;2
Apartamento en Venta;El Poblado - Medellín;988.000.000;247;3;2;2
Apartamento en Venta;El Poblado - Medellín;760.000.000;156;4;4;3
Apartamento en Venta;El Poblado - Medellín;422.000.000;89;3;2;2
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;186;3;4;3
Apartamento en Venta;El Poblado - Medellín;350.000.000;65;2;2;1
Apartamento en Venta;El Poblado - Medellín;698.000.000;120;3;2;2
Apartamento en Venta;El Poblado - Medellín;453.000.000;81;3;2;1
Apartamento en Venta;El Poblado - Medellín;780.000.000;145;4;3;1
Oficina en Venta;El Poblado - Medellín;178.000.000;23; ;1;1
Apartamento en Venta;El Poblado - Medellín;770.000.000;157;3;3;2
